Winner,Welo,Belo,turncount,PawnAdv10,KnightAdv10,BishopAdv10,RookAdv10,QueenAdv10,PawnAdv20,KnightAdv20,BishopAdv20,RookAdv20,QueenAdv20,PawnAdv30,KnightAdv30,BishopAdv30,RookAdv30,QueenAdv30,PawnAdv,KnightAdv,BishopAdv,RookAdv,QueenAdv,nool
W,2720,2413,49,0,0,0,0,0,0,0,1,0,0,5,-1,1,0,0,42,-35,1,3,0,
D,2720,2788,43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,
W,2720,2358,47,0,4,-3,0,0,0,14,-13,0,0,1,24,-23,0,0,17,41,-40,0,0,
D,2720,2631,43,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,-2,-1,-2,0,0,
W,2720,2565,61,0,0,0,0,0,-1,0,0,0,0,-1,-1,1,0,0,-9,30,-16,0,0,
W,2720,2523,151,0,4,-3,0,0,-1,14,-13,0,0,-1,24,-23,0,0,187,50,-49,0,1,
D,2720,2590,110,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,21,1,-2,1,1,
W,2720,0,81,-1,0,0,0,0,-1,1,0,0,0,-2,1,-1,0,0,-9,2,-2,0,-1,
D,2720,2710,35,-1,0,0,0,0,-6,3,0,0,-1,-6,3,0,0,-1,-6,3,0,0,-1,
D,2720,0,98,-1,1,0,0,0,-1,1,0,0,0,-2,1,-1,0,0,-12,2,-2,1,-1,
W,2720,0,61,0,0,0,0,0,3,4,-3,0,0,13,2,-12,10,0,62,2,-28,27,-1,
W,2720,0,77,1,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-11,14,-12,1,0,
W,2720,2247,67,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,39,-8,6,1,-1,
W,2720,2224,97,0,0,0,0,0,0,-1,0,0,0,-1,-4,2,0,0,82,-18,17,1,1,
D,2720,2675,35,0,0,0,0,0,-9,0,0,0,0,-15,1,0,0,0,-15,1,0,0,0,
D,2720,2490,45,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,-5,5,1,1,
D,2720,2780,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,-18,20,1,0,
W,2720,2611,75,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,35,-67,39,-24,25,
W,2720,2505,88,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,51,-1,-1,0,1,
W,2720,2640,105,-1,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,-35,-2,-2,-1,1,
W,2720,2640,71,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,30,2,-2,0,1,
D,2720,2703,65,-1,0,0,0,0,-1,0,0,0,0,-1,-3,3,0,0,17,2,3,0,-3,
W,2720,2725,79,1,0,0,0,0,2,0,0,0,0,2,-1,2,0,0,-80,-36,2,39,-1,
W,2720,2659,63,0,0,0,0,0,-1,-1,-1,0,0,-11,-1,-1,0,0,-31,-4,-6,-1,0,
B,2720,2695,150,3,0,0,0,0,3,-7,6,0,0,4,-17,16,0,0,-1,-56,16,2,-5,
D,2720,2679,82,3,0,0,0,0,3,0,0,0,0,4,-1,0,0,0,4,-50,47,-1,0,
W,2720,2700,125,0,0,0,0,0,2,10,-9,0,0,8,20,-19,0,0,9,30,-29,-1,0,
W,2720,2560,129,-1,0,0,0,0,-1,0,-1,0,0,-1,1,-1,0,0,15,0,2,1,-1,
W,2720,0,96,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,7,12,23,1,1,
W,2720,0,37,0,0,0,0,0,1,-1,2,0,0,1,-11,12,0,0,9,-18,19,0,0,
W,2720,2655,175,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-156,-30,120,-2,0,
W,2720,2614,61,0,4,-3,0,0,0,14,-13,0,0,-1,24,-23,0,0,12,54,-54,-5,5,
D,2720,2550,138,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-8,-2,-2,-1,1,
D,2720,2690,51,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,
W,2720,2628,73,-1,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,24,-25,11,-7,9,
W,2720,2695,120,0,0,0,0,0,3,-1,0,0,0,13,-1,0,0,0,135,89,-89,-2,-1,
W,2720,0,47,1,0,0,0,0,7,0,0,0,0,16,1,1,0,3,39,1,1,0,3,
D,2720,2547,69,-1,0,0,0,0,-1,1,0,0,0,-1,-8,10,0,0,8,-47,50,1,0,
W,2720,2416,45,-5,0,0,0,0,-9,0,0,0,0,-8,-1,3,0,0,-5,-2,3,0,0,
W,2720,2655,111,-1,0,0,0,0,-1,1,0,0,0,-1,1,1,0,0,11,2,0,1,-1,
D,2720,2610,72,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,-6,-2,4,-1,-1,
D,2720,2733,47,-3,0,0,0,0,-16,-1,2,0,0,-29,-11,12,0,1,-29,-17,17,0,1,
W,2720,2655,95,0,0,0,0,0,1,-5,4,0,0,1,-15,14,0,0,-7,-81,54,27,0,
W,2720,2365,87,0,-1,0,0,0,0,-11,10,0,0,0,-13,13,0,0,-63,0,-43,43,0,
W,2720,2610,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,22,-23,0,0,
W,2720,1989,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-38,20,-1,0,-1,
D,2720,2700,36,-1,0,0,0,0,2,0,0,0,0,9,0,-2,0,0,9,6,-8,0,0,
D,2720,2535,90,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,52,2,1,-1,0,
W,2720,2640,121,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,22,-2,-2,1,1,
W,2720,2587,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,-35,34,0,0,
W,2720,0,41,1,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,4,-1,0,0,0,
W,2720,2259,55,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,-1,4,-5,0,0,
W,2720,1970,56,-1,0,0,0,0,-1,0,0,0,0,-7,0,0,0,0,-32,-20,1,21,0,
W,2720,2613,85,0,4,-3,0,0,-1,14,-13,0,0,-1,24,-23,0,0,13,80,-94,18,-2,
W,2720,2127,99,-1,0,0,0,0,-1,0,0,0,0,-1,-2,0,0,0,24,-71,69,0,-1,
D,2720,2725,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-11,77,-78,0,-1,
W,2720,0,81,-1,0,0,0,0,-1,-1,0,0,0,-1,-2,0,0,0,-1,-2,1,0,-1,
D,2720,2736,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,-74,76,0,1,
W,2720,2690,65,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,15,-13,0,-1,0,
B,2720,2741,116,0,0,0,0,0,3,-1,0,0,0,13,-1,0,0,0,207,2,48,-78,1,
W,2720,2520,97,0,0,0,0,0,0,0,0,0,0,-3,6,-5,0,0,-4,45,-71,28,-1,
W,2720,0,27,0,0,0,0,0,3,3,-3,0,0,999,999,999,999,999,10,6,-5,0,0,
W,2720,0,73,-1,0,0,0,0,-1,1,0,0,0,-1,-2,2,0,0,-1,-30,30,0,0,
W,2720,2144,81,-1,0,0,0,0,-11,0,0,0,0,-14,8,-6,0,0,47,22,-18,2,-1,
D,2720,2505,94,1,1,0,0,0,1,1,-1,0,0,1,1,-1,0,0,8,-8,7,-2,1,
W,2720,2615,83,0,0,0,0,0,-6,-1,0,0,0,-6,-6,4,0,0,-19,-59,48,8,1,
W,2720,2400,77,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,30,-17,16,1,1,
D,2720,2605,123,-1,0,0,0,0,-1,3,-5,0,0,-2,3,-5,0,0,-111,2,-6,2,1,
D,2720,0,50,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,24,-20,-15,17,0,
W,2720,2600,55,-1,0,0,0,0,-2,0,0,0,0,-7,-1,0,0,0,-42,10,-2,0,0,
W,2720,2560,77,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,-6,13,-11,1,1,
D,2720,2615,103,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,28,46,-45,0,1,
W,2720,2605,77,1,0,0,0,0,1,0,-1,0,0,0,9,-11,0,-1,-1,24,-26,-1,-1,
D,2720,2695,56,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,
W,2720,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,55,-47,-46,19,
D,2720,2605,182,-1,0,0,0,0,-1,0,0,0,0,-2,-9,8,0,0,-109,-110,110,-1,-2,
D,2720,2652,129,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,-5,48,44,-46,1,
D,2720,2600,92,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,1,-1,-2,0,1,
D,2720,2700,54,0,0,0,0,0,-1,10,-9,0,0,-2,19,-19,0,0,12,19,-20,1,1,
W,2720,0,103,-1,0,0,0,0,-1,0,0,0,0,-1,-9,8,0,0,50,-14,13,1,-1,
W,2720,2330,51,-1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-17,-2,-1,0,0,
W,2720,2515,65,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,22,-11,0,-2,3,
D,2720,2695,70,1,0,0,0,0,-2,1,0,0,0,-2,-2,2,0,-1,-66,-42,42,2,-1,
W,2720,2630,135,0,0,0,0,0,-1,0,-1,0,0,-1,1,-1,0,0,53,34,-34,-4,0,
W,2720,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,0,0,
D,2720,2605,81,0,0,0,0,0,-4,0,0,0,0,-6,-1,0,0,1,62,32,-43,2,1,
W,2720,2514,81,-1,0,0,0,0,-1,0,0,0,0,-6,1,0,0,1,17,-17,16,-1,1,
W,2720,2394,61,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,-5,4,0,1,
D,2720,1980,54,0,-3,2,0,0,1,-13,12,0,0,1,-23,22,0,0,1,-35,33,0,0,
W,2720,2497,33,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,
D,2720,2549,137,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,1,58,-60,-1,1,
W,2720,0,43,-7,0,0,0,0,-11,0,-1,0,0,-10,0,0,0,0,-7,0,0,0,0,
W,2720,2788,89,0,0,0,0,0,-3,0,0,0,0,-3,0,0,0,0,-47,-47,48,0,-1,
D,2720,0,58,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-11,6,-7,10,-1,
D,2720,0,62,0,0,0,0,0,0,0,0,0,0,-1,-3,1,0,0,-1,27,-30,-2,0,
D,2720,2605,122,-1,0,0,0,0,-1,-1,0,0,0,-2,-1,0,0,0,2,-72,70,-1,-1,
D,2720,2780,53,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,-21,19,1,-1,
D,2720,2728,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-11,-20,1,0,
W,2720,2585,39,-3,0,0,0,0,-3,1,0,0,0,7,1,0,0,0,17,1,-4,3,0,
W,2720,2610,61,0,0,0,0,0,-1,-1,0,0,0,-1,-7,1,0,0,14,16,-21,0,1,
W,2720,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-23,-25,35,0,
W,2720,0,75,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,29,-19,4,2,-1,
W,2720,2714,49,-2,0,0,0,0,-8,-1,0,0,0,-8,-1,0,0,0,-7,-8,7,-1,1,
W,2720,1974,57,1,0,0,0,0,3,6,-5,0,0,19,16,-15,0,0,73,42,-42,0,-1,
D,2720,2585,53,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,2,18,-21,0,3,
W,2720,2622,50,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-4,27,7,-17,0,
D,2720,2670,72,0,0,0,0,0,0,10,-9,0,0,0,20,-19,0,0,7,24,-26,0,-1,
W,2720,2395,66,0,0,0,0,0,1,0,0,0,0,1,4,-3,0,0,-11,27,-27,0,0,
W,2720,0,65,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,9,5,5,0,-1,
D,2720,2430,110,0,-1,0,0,0,0,-11,11,0,0,-1,-21,21,0,0,-12,-47,48,0,0,
D,2720,0,56,0,0,0,0,0,3,-1,0,0,0,10,-1,-3,0,0,35,15,-22,-7,1,
W,2720,0,77,1,-1,0,0,0,1,-1,0,0,0,1,-1,0,0,0,24,24,-30,-35,19,
W,2720,0,71,6,0,0,0,0,11,-3,2,0,0,10,-13,12,0,0,31,-32,30,-1,1,
D,2720,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,-9,-9,-1,
W,2720,2630,85,-1,0,0,0,0,-1,-3,2,0,0,0,-13,12,0,0,19,-75,74,1,1,
B,2720,2673,62,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-9,1,0,-1,0,
W,2720,2500,79,-1,0,0,0,0,-1,-1,0,0,0,0,-10,8,0,0,-40,-24,-17,38,1,
W,2720,2685,115,-1,0,0,0,0,-1,-1,0,0,0,-1,0,1,0,1,80,0,2,1,1,
W,2720,0,77,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,15,2,0,0,2,
W,2720,2630,81,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,35,-17,1,11,1,
W,2720,2522,81,0,0,0,0,0,1,2,-3,0,0,1,9,-11,0,0,21,-27,24,-2,0,
D,2720,1942,68,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-24,1,-1,-6,4,
W,2720,2585,65,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,20,-21,1,0,
D,2720,2086,28,-1,2,0,0,0,-1,3,0,0,0,999,999,999,999,999,-6,3,1,0,0,
D,2720,2620,123,0,0,0,0,0,-3,2,-3,0,0,-4,13,-13,0,-1,47,106,-105,0,-1,
W,2720,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-50,-27,-23,31,
W,2720,2639,83,-1,0,0,0,0,-1,0,0,0,0,-1,-5,4,0,0,12,8,-8,0,0,
B,2720,2585,66,-3,0,0,0,0,-3,1,0,0,0,-3,-2,0,2,0,-47,-38,-3,37,-1,
W,2720,2630,75,3,0,0,0,0,3,0,0,0,0,2,-1,0,0,0,34,-32,34,1,0,
D,2720,2655,60,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,-1,0,0,
W,2720,2580,89,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,14,4,54,-29,0,
D,2720,2628,122,3,0,0,0,0,5,-1,0,0,0,-1,-11,10,0,1,-33,-130,131,0,1,
W,2720,0,67,0,-1,0,0,0,0,-11,10,0,0,0,-20,20,0,0,19,-46,47,1,1,
W,2720,2640,77,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-9,-49,36,11,0,
W,2720,2530,35,-5,0,0,0,0,-23,0,0,0,0,-33,-1,0,0,0,-35,-6,0,0,0,
D,2720,2625,48,-1,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-8,0,-1,0,-1,
B,2720,0,88,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-54,14,31,-46,-1,
D,2720,2575,161,0,-1,0,0,0,0,-11,11,0,0,0,-22,21,0,0,27,-146,152,-1,-1,
W,2720,0,75,-1,0,0,0,0,2,-1,0,0,0,1,-1,0,0,0,12,-2,-1,1,0,
D,2720,2550,42,-1,0,0,0,0,-1,0,0,0,0,-2,-1,0,0,0,-2,-2,1,0,0,
W,2720,2640,89,-1,0,0,0,0,-1,0,0,0,0,-1,-3,2,0,0,-15,-24,25,1,1,
W,2720,2671,89,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,43,58,-33,2,0,
B,2720,2700,84,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,62,7,-20,0,0,
W,2720,2717,123,0,0,0,0,0,1,1,0,0,0,1,5,-3,0,0,78,8,-33,23,1,
D,2720,2640,31,1,-1,0,0,0,1,-1,0,0,0,-3,-1,0,0,0,-4,-1,0,0,0,
D,2720,2595,94,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,23,0,3,2,-1,
W,2720,2599,73,-1,0,0,0,0,-1,-1,0,0,0,-1,-4,4,0,0,26,-47,48,-1,0,
D,2720,0,71,0,2,-1,0,0,-1,7,-5,0,-1,-1,7,-5,0,-1,-4,6,-4,1,-1,
W,2720,2620,85,-1,0,0,0,0,-1,0,0,0,0,-4,0,0,0,0,8,-31,21,0,0,
D,2720,2690,101,0,0,0,0,0,0,-1,-1,0,0,0,-11,9,0,0,118,24,26,-49,0,
W,2720,0,71,0,0,0,0,0,-3,4,0,0,0,-7,14,0,0,0,8,55,-1,1,0,
W,2720,2620,81,2,0,0,0,0,12,0,1,0,0,23,0,1,0,0,83,-14,-7,8,1,
W,2720,2590,101,-1,0,0,0,0,-1,0,0,0,0,-1,10,-9,0,0,-39,22,-20,-1,1,
D,2720,2655,69,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,24,8,-29,16,0,
B,2720,2788,84,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,-42,0,4,-3,0,
W,2720,2525,96,-1,0,0,0,0,-1,-1,0,0,0,-1,5,-5,0,0,14,28,-62,33,-1,
D,2720,2695,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,-89,-2,0,
W,2720,2510,59,1,0,0,0,0,0,0,0,0,0,0,-5,3,0,0,-13,10,-15,0,0,
B,2720,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-20,14,-14,1,1,
D,2720,2610,44,-1,0,0,0,0,-1,0,0,0,0,-4,0,3,0,0,-4,0,3,1,0,
B,2720,2217,74,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,-13,1,1,0,1,
D,2720,2725,27,1,0,0,0,0,1,0,-1,0,0,999,999,999,999,999,1,0,-1,0,0,
W,2720,0,78,0,0,0,0,0,3,8,-7,0,1,13,13,-11,1,1,104,14,-10,0,1,
D,2720,2700,129,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-100,68,100,-87,1,
W,2720,2580,77,-1,0,0,0,0,-1,0,0,0,0,-8,0,0,0,0,-119,32,-75,39,0,
D,2720,2700,64,-1,0,0,0,0,-1,-1,0,0,0,-2,-4,4,0,0,-1,-38,38,0,-1,
D,2720,2077,26,0,0,0,0,0,0,-1,0,0,0,999,999,999,999,999,-6,-7,6,0,0,
D,2720,2704,31,3,0,0,0,0,3,0,0,0,0,2,-1,0,0,0,2,-1,0,1,0,
W,2720,2695,84,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-81,75,-64,31,0,
W,2720,2600,61,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,63,-23,-5,0,0,
W,2720,2600,79,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-19,-35,21,13,0,
W,2720,2459,91,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-45,0,45,0,1,
W,2720,2625,101,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,27,0,2,2,-1,
W,2720,2777,85,-1,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,5,7,-9,-1,0,
D,2720,2540,84,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-17,27,-30,3,-1,
B,2720,2725,78,0,0,0,0,0,1,-1,0,0,0,1,-1,0,0,0,-9,0,-1,-1,0,
W,2720,2189,131,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-4,-20,21,2,1,
W,2720,2665,65,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-4,9,-10,0,0,
W,2720,0,53,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-18,14,15,0,
D,2720,2565,33,0,-1,0,0,0,0,-11,10,0,0,2,-21,20,0,0,2,-24,23,0,0,
D,2720,2670,52,-3,0,0,0,0,-3,1,0,0,0,4,2,0,0,0,17,2,5,-5,0,
D,2720,2640,37,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,
W,2720,2480,74,1,0,0,0,0,1,-5,6,0,0,3,-15,16,0,0,51,-58,60,-1,1,
D,2720,2690,35,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,
W,2720,2610,55,-1,0,0,0,0,-5,-3,0,0,0,4,-3,0,0,0,28,-3,2,0,0,
W,2720,2650,79,0,0,0,0,0,-5,1,1,0,0,-1,1,1,0,-1,43,-9,10,1,-1,
W,2720,0,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-12,-29,12,18,0,
D,2720,2741,53,0,0,0,0,0,3,-1,0,0,0,13,-1,0,0,0,47,2,13,-16,0,
B,2720,2700,80,-1,0,0,0,0,2,0,0,0,0,12,0,0,0,0,62,26,9,-1,-11,
D,2720,0,75,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-75,70,-2,-36,1,
W,2720,2620,69,-1,0,0,0,0,-1,0,0,0,0,3,8,-7,0,0,20,6,-25,46,-21,
W,2720,2578,95,-1,0,0,0,0,-1,0,0,0,0,-1,10,-9,0,0,8,74,-72,0,0,
D,2720,2590,62,0,0,0,0,0,1,-1,0,0,0,0,-11,10,0,0,5,-37,37,-1,0,
W,2720,2630,72,0,-3,2,0,0,3,-13,12,0,0,3,-23,22,0,0,14,-66,48,17,0,
B,2720,2575,60,-1,0,0,0,0,-1,1,0,0,0,-1,-6,-1,6,0,24,-36,-2,7,0,
W,2720,2643,55,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,-2,0,0,
D,2720,2766,35,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,
W,2720,2620,73,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,89,24,-41,-24,-1,
W,2720,2700,83,1,0,0,0,0,1,0,0,0,0,1,-9,10,0,0,-7,-38,44,-1,1,
W,2720,0,103,0,4,-3,0,0,0,14,-13,0,0,1,25,-23,0,1,57,52,-50,1,1,
W,2720,0,45,-1,0,0,0,0,-1,1,0,0,0,3,-2,2,0,0,19,-17,17,0,0,
D,2720,2685,69,1,0,0,0,0,1,6,-5,0,1,1,15,-15,0,1,1,15,-16,0,1,
W,2720,2478,99,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,11,0,2,-1,0,
W,2720,0,101,1,-1,0,0,0,1,-2,0,0,0,1,-12,10,0,0,31,-32,32,4,0,
W,2720,1826,35,-1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,
B,2720,2704,124,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,-71,-30,153,-66,0,
W,2720,0,61,3,0,0,0,0,3,0,0,0,-1,3,2,0,0,-1,35,32,-31,1,-1,
W,2720,2230,76,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-56,60,-2,-1,
B,2720,2109,60,-1,0,0,0,0,1,0,0,0,0,11,0,0,0,0,42,-13,11,0,1,
W,2720,2420,125,3,0,0,0,0,3,-1,0,0,0,2,-12,10,0,-1,91,-24,23,1,-1,
D,2720,2740,96,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-53,36,-38,28,
D,2720,2695,85,0,0,0,0,0,3,-1,0,0,0,13,-1,0,0,0,20,-12,-31,31,1,
W,2720,2554,65,-1,0,0,0,0,-1,1,-1,0,0,-1,11,-10,0,0,48,20,-20,-4,0,
W,2720,0,93,-1,0,0,0,0,-1,0,0,0,0,-1,10,-9,0,0,-1,56,-60,4,-1,
D,2720,2700,73,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-4,-11,2,11,0,
D,2720,2590,160,0,0,0,0,0,-1,-7,6,0,0,-1,-17,16,0,0,-158,-192,229,0,1,
W,2720,0,37,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
D,2720,2650,133,-3,0,0,0,0,-5,10,-9,0,1,-5,15,-15,0,1,-49,6,-91,82,1,
W,2720,2780,69,-1,0,0,0,0,-1,1,0,0,0,0,1,-1,0,0,59,36,-35,-1,-1,
W,2720,2575,75,-1,0,0,0,0,-1,-1,0,0,0,-1,-2,0,0,-1,11,-28,40,-12,-1,
W,2720,0,79,0,0,0,0,0,1,6,-5,0,0,1,16,-15,0,0,63,11,-59,24,-1,
W,2720,1898,47,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,17,1,1,1,0,
D,2720,2695,53,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,1,0,0,0,2,1,0,-1,
D,2720,2615,69,-1,0,0,0,0,0,-7,6,0,0,0,-18,16,0,0,1,-34,33,-1,1,
D,2720,2700,45,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-2,1,0,0,0,
B,2720,2655,102,-1,0,0,0,0,-1,-1,0,0,0,9,-2,-1,0,0,184,-2,-68,-2,0,
D,2720,2550,107,0,0,0,0,0,0,-3,1,0,0,1,-3,1,0,0,35,58,-4,-57,1,
W,2719,2518,79,0,0,0,0,0,0,-7,6,0,0,-1,-17,16,0,0,56,-57,65,-9,1,
D,2719,2669,51,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,3,2,-1,0,1,
D,2719,2641,45,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,-5,0,0,
D,2719,2633,72,-3,0,0,0,0,-5,10,-9,0,1,-5,20,-19,0,1,-59,29,-29,-1,1,
D,2719,2660,46,-1,0,0,0,0,-1,0,0,0,0,-2,0,-1,0,0,-7,12,-14,0,0,
W,2719,2666,117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-4,10,16,-1,1,
W,2719,2555,79,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,25,-31,34,-2,-1,
W,2719,2617,53,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,-13,16,-3,0,
B,2719,2670,86,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-20,-18,20,62,-29,
D,2719,2585,103,-1,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-27,52,-48,-9,0,
B,2719,2543,108,-1,0,0,0,0,-1,0,0,0,0,-1,2,-1,0,0,-6,28,-82,31,0,
B,2719,2373,58,0,-1,0,0,0,0,-11,10,0,0,5,-21,19,0,0,5,-39,40,0,0,
W,2719,2574,61,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,15,-11,0,9,0,
W,2719,2662,203,-3,0,0,0,0,-12,0,-1,0,0,-6,0,-1,0,0,164,0,8,-2,-1,
B,2719,2680,82,0,0,0,0,0,-4,0,0,0,0,-6,-6,4,0,0,70,-24,2,0,1,
W,2719,2575,63,0,-1,0,0,0,0,-11,10,0,0,2,-21,20,0,0,-13,-18,1,16,3,
D,2719,2788,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
B,2719,2557,78,-1,0,0,0,0,-1,-1,0,0,0,-2,-11,10,0,0,46,-60,12,-2,-1,
W,2719,2264,71,0,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,18,4,1,-1,1,
D,2719,2568,13,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,
D,2719,2646,47,0,0,0,0,0,1,0,0,0,0,11,-1,0,0,0,24,-1,-1,0,0,
D,2719,2608,49,-1,0,0,0,0,-1,-1,0,0,0,-1,-11,10,0,0,7,-30,30,0,-1,
W,2719,2652,139,0,0,0,0,0,-1,0,0,0,0,-2,-5,4,0,0,81,-8,2,-1,-1,
